Cancer	TissueType	SampleID	Gene_A	Gene_B	A_chr	A_arm	A_strand	B_chr	B_arm	B_strand	GeneID_A	GeneID_B	Discordant_n	JSR_n	perfectJSR_n	Junc_n	Position_Consist	Junction	Junction_A	Junction_B	Most_JSR	frame_detail	tx_type	frame	TAF_info	Fusion_A_TAF	Fusion_B_TAF	artifact.A	artifact.B	FusionPair	Freq_FP	ABS_distance	fus.category	FusionType	gene1_left	gene1_right	gene2_left	gene2_right	any_near_peak02	Gene_A_redundancy	Gene_B_redunduncy	tier
HNSC	11	TCGA-CV-7101-11A-01R-2016-07	LYZ	TATDN2	12	12q	1	3	3p	1	4069	9797	2	49	13	1	YES	LYZ:12:69747275_TATDN2:3:10289707,49	69747275	10289707	49	ENST00000549690:NA_ENST00000287652:NA	alternate-primary	3UTR-5UTR	LYZ,0.0304_TATDN2,1.0000	0.0304	1	no	no	LYZ__TATDN2	1	59457568	InterChr	InterChr	-4e-04	-4e-04	0.0038	0.0038	0	1	1	tier3
HNSC	11	TCGA-CV-7177-11A-01R-2016-07	CRHR1	KIAA1267	17	17q	1	17	17q	-1	1394	284058	2	4	4	1	YES	CRHR1:17:43699407_KIAA1267:17:44249598,4	43699407	44249598	4	ENST00000293493:NA_ENST00000262419:NA|ENST00000293493:NA_ENST00000393476:NA|ENST00000339069:NA_ENST00000262419:NA|ENST00000339069:NA_ENST00000393476:NA	alternate-alternate	5UTR-5UTR	CRHR1,0.0533_KIAA1267,0.8000	0.0533	0.8	no	no	CRHR1__KIAA1267	27	550191	Short	Short	0.0047	0.0047	0.0047	0.0047	0	1	1	tier3
HNSC	11	TCGA-CV-7177-11A-01R-2016-07	UBE2B	UIMC1	5	5q	1	5	5q	-1	7320	51720	2	4	4	1	YES	UBE2B:5:133712385_UIMC1:5:176338390,4	133712385	176338390	4	ENST00000265339:1-151_ENST00000377227:1598-2160|ENST00000265339:1-151_ENST00000511320:1598-2160|ENST00000265339:1-151_ENST00000506128:1100-1662	primary-primary	In-frame	UBE2B,0.0120_UIMC1,0.0615	0.012	0.0615	no	no	UBE2B__UIMC1	1	42626005	Long	Long	0.0042	0.0042	0.0042	0.0042	0	1	1	tier3
HNSC	11	TCGA-CV-7183-11A-01R-2016-07	CRHR1	KIAA1267	17	17q	1	17	17q	-1	1394	284058	2	2	2	1	YES	CRHR1:17:43699407_KIAA1267:17:44249598,2	43699407	44249598	2	ENST00000293493:NA_ENST00000262419:NA|ENST00000293493:NA_ENST00000393476:NA|ENST00000339069:NA_ENST00000262419:NA|ENST00000339069:NA_ENST00000393476:NA	alternate-alternate	5UTR-5UTR	CRHR1,0.0435_KIAA1267,0.6667	0.0435	0.6667	no	no	CRHR1__KIAA1267	27	550191	Short	Short	-0.0033	-0.0033	-0.0033	-0.0033	0	1	1	tier3
HNSC	11	TCGA-CV-7183-11A-01R-2016-07	PTPRF	S100A9	1	1p	1	1	1q	1	5792	6280	2	1	1	1	YES	PTPRF:1:44089343_S100A9:1:153330330,1	44089343	153330330	1	ENST00000372413:NA_ENST00000368738:NA|ENST00000372414:NA_ENST00000368738:NA	alternate-primary	3UTR-5UTR	PTPRF,1.0000_S100A9,0.0120	1	0.012	no	no	PTPRF__S100A9	1	109240987	Long	Long	0.005	0.005	0.0049	0.0049	0	1	1	tier3
HNSC	11	TCGA-CV-7245-11A-01R-2016-07	BBS5	TTN	2	2q	1	2	2q	-1	129880	7273	3	5	4	1	YES	BBS5:2:170382432_TTN:2:179638096,5	170382432	179638096	5	ENST00000554017:NA_ENST00000342992:7595-100272|ENST00000554017:NA_ENST00000460472:7457-80781|ENST00000554017:NA_ENST00000342175:7457-81357|ENST00000554017:NA_ENST00000356127:7457-80772|ENST00000554017:NA_ENST00000359218:7457-81156|ENST00000554017:NA_ENST00000360870:7595-16815	alternate-alternate	3UTR-CDS	BBS5,1.0000_TTN,0.0355	1	0.0355	no	no	BBS5__TTN	2	9255664	Middle	Middle	0.0019	0.0019	0.0019	0.0019	0	1	2	tier4
HNSC	11	TCGA-CV-7255-11A-01R-2016-07	HSPB1	ABCF1	7	7q	1	6	6p	1	3315	23	2	14	13	1	YES	HSPB1:7:75933612_ABCF1:6:30545853,14	75933612	30545853	14	ENST00000248553:NA_ENST00000326195:217-2538|ENST00000248553:NA_ENST00000376545:217-2424|ENST00000248553:NA_ENST00000396515:217-717|ENST00000429938:NA_ENST00000326195:217-2538|ENST00000429938:NA_ENST00000376545:217-2424|ENST00000429938:NA_ENST00000396515:217-717	primary-primary	3UTR-CDS	HSPB1,1.0000_ABCF1,0.0881	1	0.0881	no	no	HSPB1__ABCF1	1	45387759	InterChr	InterChr	-4e-04	-4e-04	0.0029	0.0029	0	1	1	tier3
HNSC	11	TCGA-CV-7255-11A-01R-2016-07	PSD3	CLPB	8	8p	-1	11	11q	-1	23362	81570	4	1	1	1	YES	PSD3:8:18457874_CLPB:11:72006692,1	18457874	72006692	1	ENST00000327040:1-2481_ENST00000294053:1420-2124|ENST00000327040:1-2481_ENST00000340729:1243-1947|ENST00000327040:1-2481_ENST00000538039:1330-2034|ENST00000327040:1-2481_ENST00000543042:817-1521|ENST00000327040:1-2481_ENST00000538021:244-948|ENST00000327040:1-2481_ENST00000437826:1285-1989|ENST00000523619:1-2286_ENST00000294053:1420-2124|ENST00000523619:1-2286_ENST00000340729:1243-1947|ENST00000523619:1-2286_ENST00000538039:1330-2034|ENST00000523619:1-2286_ENST00000543042:817-1521|ENST00000523619:1-2286_ENST00000538021:244-948|ENST00000523619:1-2286_ENST00000437826:1285-1989|ENST00000286485:1-879_ENST00000294053:1420-2124|ENST00000286485:1-879_ENST00000340729:1243-1947|ENST00000286485:1-879_ENST00000538039:1330-2034|ENST00000286485:1-879_ENST00000543042:817-1521|ENST00000286485:1-879_ENST00000538021:244-948|ENST00000286485:1-879_ENST00000437826:1285-1989|ENST00000428502:1-468_ENST00000294053:1420-2124|ENST00000428502:1-468_ENST00000340729:1243-1947|ENST00000428502:1-468_ENST00000538039:1330-2034|ENST00000428502:1-468_ENST00000543042:817-1521|ENST00000428502:1-468_ENST00000538021:244-948|ENST00000428502:1-468_ENST00000437826:1285-1989|ENST00000381690:1-468_ENST00000294053:1420-2124|ENST00000381690:1-468_ENST00000340729:1243-1947|ENST00000381690:1-468_ENST00000538039:1330-2034|ENST00000381690:1-468_ENST00000543042:817-1521|ENST00000381690:1-468_ENST00000538021:244-948|ENST00000381690:1-468_ENST00000437826:1285-1989|ENST00000440756:1-2487_ENST00000294053:1420-2124|ENST00000440756:1-2487_ENST00000340729:1243-1947|ENST00000440756:1-2487_ENST00000538039:1330-2034|ENST00000440756:1-2487_ENST00000543042:817-1521|ENST00000440756:1-2487_ENST00000538021:244-948|ENST00000440756:1-2487_ENST00000437826:1285-1989	primary-primary	In-frame	PSD3,0.0667_CLPB,0.0303	0.0667	0.0303	no	no	PSD3__CLPB	1	53548818	InterChr	InterChr	0.006	0.006	0.0054	0.0054	0	1	1	tier3
HNSC	11	TCGA-CV-7255-11A-01R-2016-07	USP28	TYR	11	11q	-1	11	11q	1	57646	7299	2	3	3	1	YES	USP28:11:113723223_TYR:11:89017941,3	113723223	89017941	3	ENST00000003302:1-268_ENST00000263321:1185-1590|ENST00000537706:1-268_ENST00000263321:1185-1590|ENST00000260188:1-268_ENST00000263321:1185-1590	primary-primary	Out-of-frame	USP28,0.1000_TYR,0.2143	0.1	0.2143	no	no	USP28__TYR	1	24705282	Long	Long	0.0054	0.0054	0.0054	0.0054	0	1	1	tier3
HNSC	11	TCGA-CV-7261-11A-01R-2016-07	CRHR1	KIAA1267	17	17q	1	17	17q	-1	1394	284058	2	11	11	1	YES	CRHR1:17:43699407_KIAA1267:17:44249598,11	43699407	44249598	11	ENST00000293493:NA_ENST00000262419:NA|ENST00000293493:NA_ENST00000393476:NA|ENST00000339069:NA_ENST00000262419:NA|ENST00000339069:NA_ENST00000393476:NA	alternate-alternate	5UTR-5UTR	CRHR1,0.0973_KIAA1267,0.7333	0.0973	0.7333	no	no	CRHR1__KIAA1267	27	550191	Short	Short	-0.0011	-0.0011	-0.0011	-0.0011	0	1	1	tier3
HNSC	11	TCGA-CV-7416-11A-01R-2081-07	AHNAK	STAT6	11	11q	-1	12	12q	-1	79026	6778	2	14	13	2	YES	AHNAK:11:62283375_STAT6:12:57496773,13|AHNAK:11:62201016_STAT6:12:57496773,1	62283375	57496773	13	NA	NA	NA	AHNAK,0.0681_STAT6,0.0400|AHNAK,1.0000_STAT6,0.0032	0.0681	0.04	no	no	AHNAK__STAT6	2	4786602	InterChr	InterChr	0.0014	0.0014	0.005	0.005	0	1	1	tier3
HNSC	11	TCGA-CV-7423-11A-01R-2081-07	CD74	SPRR3	5	5q	-1	1	1q	1	972	6707	2	130	1	1	YES	CD74:5:149781427_SPRR3:1:152974247,130	149781427	152974247	130	ENST00000524315:NA_ENST00000295367:NA	alternate-primary	3UTR-5UTR	CD74,1.0000_SPRR3,0.0182	1	0.0182	no	no	CD74__SPRR3	3	3192820	InterChr	InterChr	-0.0032	-0.0032	0.0256	0.0256	0	1	1	tier3
HNSC	11	TCGA-CV-7424-11A-01R-2081-07	CRHR1	KIAA1267	17	17q	1	17	17q	-1	1394	284058	2	1	1	1	YES	CRHR1:17:43699407_KIAA1267:17:44249598,1	43699407	44249598	1	ENST00000293493:NA_ENST00000262419:NA|ENST00000293493:NA_ENST00000393476:NA|ENST00000339069:NA_ENST00000262419:NA|ENST00000339069:NA_ENST00000393476:NA	alternate-alternate	5UTR-5UTR	CRHR1,0.0204_KIAA1267,0.5000	0.0204	0.5	no	no	CRHR1__KIAA1267	27	550191	Short	Short	0.0043	0.0043	0.0043	0.0043	0	1	1	tier3
HNSC	11	TCGA-CV-7432-11A-01R-2132-07	KRT19	ARFGEF2	17	17q	-1	20	20q	1	3880	10564	2	1	1	1	YES	KRT19:17:39679869_ARFGEF2:20:47615777,1	39679869	47615777	1	ENST00000361566:NA_ENST00000538445:2487-2499	primary-alternate	3UTR-CDS	KRT19,1.0000_ARFGEF2,0.0227	1	0.0227	no	no	KRT19__ARFGEF2	1	7935908	InterChr	InterChr	-0.0206	-0.0206	-0.0031	-0.0031	0	1	1	tier3
HNSC	11	TCGA-CV-7432-11A-01R-2132-07	HTN3	CHI3L2	4	4q	1	1	1p	1	3347	1117	2	138	2	2	YES	HTN3:4:70902246_CHI3L2:1:111772314,136|HTN3:4:70902255_CHI3L2:1:111772314,2	70902246	111772314	136	ENST00000381057:NA_ENST00000466741:NA	alternate-alternate	3UTR-5UTR	HTN3,1.0000_CHI3L2,0.0300|HTN3,1.0000_CHI3L2,0.0005	1	0.03	no	no	HTN3__CHI3L2	1	40870068	InterChr	InterChr	0.0091	0.0091	0.0021	0.0021	0	1	3	tier4
HNSC	11	TCGA-CV-7434-11A-01R-2132-07	LTF	CHI3L2	3	3p	-1	1	1p	1	4057	1117	2	112	88	1	YES	LTF:3:46477510_CHI3L2:1:111772314,112	46477510	111772314	112	ENST00000426532:NA_ENST00000466741:NA	alternate-alternate	3UTR-5UTR	LTF,1.0000_CHI3L2,0.0676	1	0.0676	no	no	LTF__CHI3L2	1	65294804	InterChr	InterChr	0.0045	0.0045	3e-04	3e-04	0	1	1	tier3
HNSC	11	TCGA-CV-7438-11A-01R-2132-07	SH2D1B	FGGY	1	1q	-1	1	1p	1	117157	55277	3	2	2	2	PARTIALLY	SH2D1B:1:162381673_FGGY:1:60139711,1|SH2D1B:1:162381673_FGGY:1:60223603,1	162381673	60139711	1	ENST00000367929:1-134_ENST00000303721:1418-1656|ENST00000367929:1-134_ENST00000371210:521-759|ENST00000367929:1-134_ENST00000371218:1490-1728|ENST00000367929:1-134_ENST00000371212:1154-1392|ENST00000359567:1-134_ENST00000303721:1418-1656|ENST00000359567:1-134_ENST00000371210:521-759|ENST00000359567:1-134_ENST00000371218:1490-1728|ENST00000359567:1-134_ENST00000371212:1154-1392	primary-primary	Out-of-frame	SH2D1B,0.3333_FGGY,0.0357|SH2D1B,0.3333_FGGY,0.0270	0.3333	0.0357	no	no	SH2D1B__FGGY	1	102241962	Long	Long	0.0117	0.0117	0.0117	0.0117	0	1	1	tier1
HNSC	11	TCGA-CV-7440-11A-01R-2187-07	SPRR1A	DSP	1	1q	1	6	6p	1	6698	1832	2	36	1	2	PARTIALLY	SPRR1A:1:152958289_DSP:6:7575528,35|SPRR1A:1:152956601_DSP:6:7582875,1	152958289	7575528	35	ENST00000307122:NA_ENST00000379802:2437-8616|ENST00000307122:NA_ENST00000418664:2437-6819	alternate-primary	3UTR-CDS	SPRR1A,1.0000_DSP,0.0225|SPRR1A,0.0001_DSP,0.0004	1	0.0225	no	no	SPRR1A__DSP	1	145382761	InterChr	InterChr	0.0023	0.0023	-0.003	-0.003	0	1	1	tier4
HNSC	11	TCGA-CV-7440-11A-01R-2187-07	CRHR1	KIAA1267	17	17q	1	17	17q	-1	1394	284058	2	3	2	2	PARTIALLY	CRHR1:17:43699407_KIAA1267:17:44249598,2|CRHR1:17:43707524_KIAA1267:17:44172067,1	43699407	44249598	2	ENST00000293493:NA_ENST00000262419:NA|ENST00000293493:NA_ENST00000393476:NA|ENST00000339069:NA_ENST00000262419:NA|ENST00000339069:NA_ENST00000393476:NA	alternate-alternate	5UTR-5UTR	CRHR1,0.0741_KIAA1267,0.5000|CRHR1,0.0357_KIAA1267,0.0294	0.0741	0.5	no	no	CRHR1__KIAA1267	27	550191	Short	Short	0.0023	0.0023	0.0023	0.0023	0	1	1	tier4
KIRC	11	TCGA-A3-3387-11A-01R-1541-07	GPX3	CCT5	5	5q	1	5	5p	1	NA	22948	2	133	81	2	YES	GPX3:5:150408548_CCT5:5:10250033,87|GPX3:5:150408554_CCT5:5:10250033,46	150408548	10250033	87	ENST00000458211:NA_ENST00000280326:NA	alternate-primary	3UTR-5UTR	GPX3,1.0000_CCT5,1.0000|GPX3,1.0000_CCT5,1.0000	1	1	no	no	GPX3__CCT5	2	140158515	Long	Long	0.0046	0.0046	0.0046	0.0046	0	1	1	tier3
KIRC	11	TCGA-B0-5690-11A-01R-1541-07	CRHR1	KIAA1267	17	17q	1	17	17q	-1	1394	284058	2	5	5	1	YES	CRHR1:17:43699407_KIAA1267:17:44249598,5	43699407	44249598	5	ENST00000293493:NA_ENST00000262419:NA|ENST00000293493:NA_ENST00000393476:NA|ENST00000339069:NA_ENST00000262419:NA|ENST00000339069:NA_ENST00000393476:NA	alternate-alternate	5UTR-5UTR	CRHR1,0.1471_KIAA1267,0.4545	0.1471	0.4545	no	no	CRHR1__KIAA1267	27	550191	Short	Short	NA	NA	NA	NA	no seg file	1	1	tier3
KIRC	11	TCGA-B0-5701-11A-01R-1541-07	CRHR1	KIAA1267	17	17q	1	17	17q	-1	1394	284058	2	5	5	1	YES	CRHR1:17:43699407_KIAA1267:17:44249598,5	43699407	44249598	5	ENST00000293493:NA_ENST00000262419:NA|ENST00000293493:NA_ENST00000393476:NA|ENST00000339069:NA_ENST00000262419:NA|ENST00000339069:NA_ENST00000393476:NA	alternate-alternate	5UTR-5UTR	CRHR1,0.1923_KIAA1267,0.6250	0.1923	0.625	no	no	CRHR1__KIAA1267	27	550191	Short	Short	-9e-04	-9e-04	-9e-04	-9e-04	0	1	1	tier3
KIRC	11	TCGA-B0-5711-11A-01R-1672-07	SLC12A1	PLAT	15	15q	1	8	8p	-1	6557	5327	2	5	5	1	YES	SLC12A1:15:48596273_PLAT:8:42051245,5	48596273	42051245	5	NA	NA	NA	SLC12A1,1.0000_PLAT,0.0131	1	0.0131	no	no	SLC12A1__PLAT	1	6545028	InterChr	InterChr	0.0032	0.0032	-0.0025	-0.0025	0	1	1	tier3
KIRC	11	TCGA-CJ-5672-11A-01R-1541-07	UMOD	FOXP1	16	16p	-1	3	3p	-1	7369	27086	2	11	10	1	PARTIALLY	UMOD:16:20344374_FOXP1:3:71007472,11	20344374	71007472	11	NA	NA	NA	UMOD,1.0000_FOXP1,0.7857	1	0.7857	no	no	UMOD__FOXP1	1	50663098	InterChr	InterChr	-8e-04	-8e-04	0.0046	0.0046	0	1	1	tier4
KIRC	11	TCGA-CJ-5676-11A-01R-1541-07	GPX3	PLAT	5	5q	1	8	8p	-1	NA	5327	2	37	21	2	YES	GPX3:5:150408548_PLAT:8:42051245,26|GPX3:5:150408554_PLAT:8:42051245,11	150408548	42051245	26	NA	NA	NA	GPX3,1.0000_PLAT,0.0451|GPX3,1.0000_PLAT,0.0196	1	0.0451	no	no	GPX3__PLAT	1	108357303	InterChr	InterChr	-0.0046	-0.0046	-0.0035	-0.0035	0	1	1	tier3
KIRC	11	TCGA-CJ-5677-11A-01R-1541-07	ATP1A1	SIAE	1	1p	1	11	11q	-1	476	54414	2	2	2	1	YES	ATP1A1:1:116947394_SIAE:11:124543777,2	116947394	124543777	2	ENST00000369496:NA_ENST00000263593:NA|ENST00000537345:NA_ENST00000263593:NA	alternate-primary	3UTR-5UTR	ATP1A1,0.5000_SIAE,1.0000	0.5	1	no	no	ATP1A1__SIAE	1	7596383	InterChr	InterChr	0.0024	0.0024	-4e-04	-4e-04	0	1	1	tier3
KIRC	11	TCGA-CJ-5680-11A-01R-1541-07	PPP1R13L	ZNF541	19	19q	-1	19	19q	-1	10848	84215	3	3	2	1	PARTIALLY	PPP1R13L:19:45909550_ZNF541:19:48024911,3	45909550	48024911	3	ENST00000418234:NA_ENST00000391901:3712-4041|ENST00000418234:NA_ENST00000314121:3769-4098|ENST00000418234:NA_ENST00000448976:2938-3267	alternate-primary	5UTR-CDS	PPP1R13L,0.3000_ZNF541,0.1667	0.3	0.1667	no	no	PPP1R13L__ZNF541	1	2115361	Middle	Middle	9e-04	9e-04	9e-04	9e-04	0	1	1	tier1
KIRC	11	TCGA-CJ-5681-11A-01R-1541-07	BCR	ABL1	22	22q	1	9	9q	1	613	25	8	2	2	1	PARTIALLY	BCR:22:23632600_ABL1:9:133729451,2	23632600	133729451	2	ENST00000305877:1-2782_ENST00000318560:80-3393|ENST00000305877:1-2782_ENST00000372348:137-3450|ENST00000359540:1-2782_ENST00000318560:80-3393|ENST00000359540:1-2782_ENST00000372348:137-3450	primary-primary	In-frame	BCR,0.0141_ABL1,0.0370	0.0141	0.037	no	no	BCR__ABL1	1	110096851	InterChr	InterChr	0.0049	0.0049	0.0052	0.0052	0	1	1	tier1
KIRC	11	TCGA-CJ-6030-11A-01R-1672-07	GPX3	STAT6	5	5q	1	12	12q	-1	NA	6778	2	225	108	2	YES	GPX3:5:150408554_STAT6:12:57496773,139|GPX3:5:150408548_STAT6:12:57496773,86	150408554	57496773	139	NA	NA	NA	GPX3,1.0000_STAT6,0.3055|GPX3,1.0000_STAT6,0.2139	1	0.3055	no	no	GPX3__STAT6	1	92911781	InterChr	InterChr	0.0024	0.0024	0.0051	0.0051	0	1	1	tier3
KIRC	11	TCGA-CW-5580-11A-02R-1672-07	CRHR1	KIAA1267	17	17q	1	17	17q	-1	1394	284058	2	4	4	1	YES	CRHR1:17:43699407_KIAA1267:17:44249598,4	43699407	44249598	4	ENST00000293493:NA_ENST00000262419:NA|ENST00000293493:NA_ENST00000393476:NA|ENST00000339069:NA_ENST00000262419:NA|ENST00000339069:NA_ENST00000393476:NA	alternate-alternate	5UTR-5UTR	CRHR1,0.1111_KIAA1267,0.3333	0.1111	0.3333	no	no	CRHR1__KIAA1267	27	550191	Short	Short	3e-04	3e-04	3e-04	3e-04	0	1	1	tier3
KIRC	11	TCGA-CW-5585-11A-01R-1541-07	AKT1	SEC63	14	14q	-1	6	6q	-1	207	11231	2	12	12	1	PARTIALLY	AKT1:14:105235689_SEC63:6:108214782,12	105235689	108214782	12	NA	NA	NA	AKT1,1.0000_SEC63,0.7500	1	0.75	no	no	AKT1__SEC63	1	2979093	InterChr	InterChr	-0.0064	-0.0064	0.0021	0.0021	0	1	1	tier4
KIRC	11	TCGA-CW-5585-11A-01R-1541-07	GATM	CCT5	15	15q	-1	5	5p	1	2628	22948	2	111	92	1	YES	GATM:15:45653322_CCT5:5:10250033,111	45653322	10250033	111	ENST00000396659:NA_ENST00000280326:NA	primary-primary	3UTR-5UTR	GATM,1.0000_CCT5,1.0000	1	1	no	no	GATM__CCT5	1	35403289	InterChr	InterChr	0.0023	0.0023	-0.0013	-0.0013	0	1	1	tier3
KIRC	11	TCGA-CW-6087-11A-01R-1672-07	UMOD	CCT5	16	16p	-1	5	5p	1	7369	22948	2	28	26	1	YES	UMOD:16:20344374_CCT5:5:10250033,28	20344374	10250033	28	ENST00000302509:NA_ENST00000280326:NA|ENST00000396142:NA_ENST00000280326:NA|ENST00000424589:NA_ENST00000280326:NA|ENST00000429954:NA_ENST00000280326:NA	alternate-primary	3UTR-5UTR	UMOD,1.0000_CCT5,1.0000	1	1	no	no	UMOD__CCT5	1	10094341	InterChr	InterChr	-0.0033	-0.0033	0.0022	0.0022	0	1	1	tier3
KIRC	11	TCGA-CZ-4865-11A-01R-1503-07	LAMC1	SIAE	1	1q	1	11	11q	-1	3915	54414	2	4	2	1	YES	LAMC1:1:183114727_SIAE:11:124543777,4	183114727	124543777	4	ENST00000258341:NA_ENST00000263593:NA	primary-primary	3UTR-5UTR	LAMC1,1.0000_SIAE,0.8000	1	0.8	no	no	LAMC1__SIAE	1	58570950	InterChr	InterChr	0.0023	0.0023	-0.0021	-0.0021	0	1	2	tier4
KIRC	11	TCGA-CZ-4865-11A-01R-1503-07	CXCL12	NDUFV1	10	10q	-1	11	11q	1	6387	4723	2	8	4	2	YES	CXCL12:10:44872581_NDUFV1:11:67375697,7|CXCL12:10:44865613_NDUFV1:11:67375697,1	44872581	67375697	7	NA	NA	NA	CXCL12,0.0295_NDUFV1,0.0134|CXCL12,1.0000_NDUFV1,0.0019	0.0295	0.0134	no	no	CXCL12__NDUFV1	1	22503116	InterChr	InterChr	-0.0041	-0.0041	-0.0021	-0.0021	0	1	3	tier4
KIRC	11	TCGA-CZ-4865-11A-01R-1503-07	CCT6A	THSD4	7	7p	1	15	15q	1	908	79875	2	1	1	1	PARTIALLY	CCT6A:7:56131094_THSD4:15:72072881,1	56131094	72072881	1	ENST00000540286:NA_ENST00000345002:268-660	alternate-alternate	3UTR-CDS	CCT6A,1.0000_THSD4,0.1667	1	0.1667	no	no	CCT6A__THSD4	1	15941787	InterChr	InterChr	0.0053	0.0053	0.0032	0.0032	0	1	1	tier4
KIRC	11	TCGA-CZ-4865-11A-01R-1503-07	PRDX1	CLCN3	1	1p	-1	4	4q	1	5052	1182	2	8	3	2	PARTIALLY	PRDX1:1:45976723_CLCN3:4:170623929,6|PRDX1:1:45976719_CLCN3:4:170623929,2	45976723	170623929	6	NA	NA	NA	PRDX1,1.0000_CLCN3,0.0230|PRDX1,1.0000_CLCN3,0.0078	1	0.023	no	no	PRDX1__CLCN3	1	124647206	InterChr	InterChr	0.0023	0.0023	-0.0042	-0.0042	0	1	5	tier4
KIRC	11	TCGA-CZ-4865-11A-01R-1503-07	FOS	CLCN3	14	14q	1	4	4q	1	2353	1182	2	35	28	1	YES	FOS:14:75748933_CLCN3:4:170623929,35	75748933	170623929	35	NA	NA	NA	FOS,1.0000_CLCN3,0.1207	1	0.1207	no	no	FOS__CLCN3	1	94874996	InterChr	InterChr	-4e-04	-4e-04	-0.0042	-0.0042	0	1	5	tier4
KIRC	11	TCGA-CZ-4865-11A-01R-1503-07	EEF2	HDAC2	19	19p	-1	6	6q	-1	1938	3066	2	2	2	1	PARTIALLY	EEF2:19:3972316_HDAC2:6:114292042,2	3972316	114292042	2	NA	NA	NA	EEF2,1.0000_HDAC2,0.0263	1	0.0263	no	no	EEF2__HDAC2	1	110319726	InterChr	InterChr	-0.0017	-0.0017	-8e-04	-8e-04	0	2	1	tier4
KIRC	11	TCGA-CZ-4865-11A-01R-1503-07	GLUL	SIAE	1	1q	-1	11	11q	-1	2752	54414	2	6	5	1	YES	GLUL:1:182352029_SIAE:11:124543777,6	182352029	124543777	6	ENST00000339526:NA_ENST00000263593:NA	alternate-primary	3UTR-5UTR	GLUL,1.0000_SIAE,0.8571	1	0.8571	no	no	GLUL__SIAE	1	57808252	InterChr	InterChr	0.0023	0.0023	-0.0021	-0.0021	0	1	2	tier4
KIRC	11	TCGA-CZ-4865-11A-01R-1503-07	CDH16	CLCN3	16	16q	-1	4	4q	1	1014	1182	2	5	5	1	YES	CDH16:16:66942025_CLCN3:4:170623929,5	66942025	170623929	5	NA	NA	NA	CDH16,1.0000_CLCN3,0.0192	1	0.0192	no	no	CDH16__CLCN3	1	103681904	InterChr	InterChr	7e-04	7e-04	-0.0042	-0.0042	0	1	5	tier4
KIRC	11	TCGA-CZ-5453-11A-01R-1503-07	CRHR1	KIAA1267	17	17q	1	17	17q	-1	1394	284058	2	5	4	1	YES	CRHR1:17:43699407_KIAA1267:17:44249598,5	43699407	44249598	5	ENST00000293493:NA_ENST00000262419:NA|ENST00000293493:NA_ENST00000393476:NA|ENST00000339069:NA_ENST00000262419:NA|ENST00000339069:NA_ENST00000393476:NA	alternate-alternate	5UTR-5UTR	CRHR1,0.1471_KIAA1267,0.5556	0.1471	0.5556	no	no	CRHR1__KIAA1267	27	550191	Short	Short	-0.0035	-0.0035	-0.0035	-0.0035	0	1	1	tier3
KIRC	11	TCGA-CZ-5454-11A-01R-1503-07	CRHR1	KIAA1267	17	17q	1	17	17q	-1	1394	284058	3	8	6	1	YES	CRHR1:17:43699407_KIAA1267:17:44249598,8	43699407	44249598	8	ENST00000293493:NA_ENST00000262419:NA|ENST00000293493:NA_ENST00000393476:NA|ENST00000339069:NA_ENST00000262419:NA|ENST00000339069:NA_ENST00000393476:NA	alternate-alternate	5UTR-5UTR	CRHR1,0.1481_KIAA1267,0.5000	0.1481	0.5	no	no	CRHR1__KIAA1267	27	550191	Short	Short	0	0	0	0	0	1	1	tier1
KIRC	11	TCGA-CZ-5465-11A-01R-1503-07	AQP2	CCT5	12	12q	1	5	5p	1	359	22948	2	2	1	1	YES	AQP2:12:50352664_CCT5:5:10250033,2	50352664	10250033	2	ENST00000199280:NA_ENST00000280326:NA	primary-primary	3UTR-5UTR	AQP2,0.0444_CCT5,1.0000	0.0444	1	no	no	AQP2__CCT5	1	40102631	InterChr	InterChr	0.0032	0.0032	0.0073	0.0073	0	1	1	tier3
KIRC	11	TCGA-CZ-5465-11A-01R-1503-07	CRHR1	KIAA1267	17	17q	1	17	17q	-1	1394	284058	3	7	7	1	YES	CRHR1:17:43699407_KIAA1267:17:44249598,7	43699407	44249598	7	ENST00000293493:NA_ENST00000262419:NA|ENST00000293493:NA_ENST00000393476:NA|ENST00000339069:NA_ENST00000262419:NA|ENST00000339069:NA_ENST00000393476:NA	alternate-alternate	5UTR-5UTR	CRHR1,0.1795_KIAA1267,0.5385	0.1795	0.5385	no	no	CRHR1__KIAA1267	27	550191	Short	Short	-0.0029	-0.0029	-0.0029	-0.0029	0	1	1	tier1
KIRC	11	TCGA-CZ-5470-11A-01R-1503-07	CRHR1	KIAA1267	17	17q	1	17	17q	-1	1394	284058	2	3	3	1	YES	CRHR1:17:43699407_KIAA1267:17:44249598,3	43699407	44249598	3	ENST00000293493:NA_ENST00000262419:NA|ENST00000293493:NA_ENST00000393476:NA|ENST00000339069:NA_ENST00000262419:NA|ENST00000339069:NA_ENST00000393476:NA	alternate-alternate	5UTR-5UTR	CRHR1,0.0769_KIAA1267,0.6000	0.0769	0.6	no	no	CRHR1__KIAA1267	27	550191	Short	Short	-0.0019	-0.0019	-0.0019	-0.0019	0	1	1	tier3
